Consumer query:

Ranked results from semantic matching: 
1. Supplier Name: Grant-Becker, Similarity Score: 0.86
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 125, Certification: ISO9003, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: HoleMaking, Offered Material: AusteniticStainlessSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 100, Certification: ISO9000, Available from-to: 2019-01-01 - 2019-03-15
169. Supplier Name: Rempel-Gleason, Similarity Score: 0.51
Offered Process: WaterJetCutting, Offered Material: CarbonSteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 125, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: WireEDM, Offered Material: MartensiticStainlessSteel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
170. Supplier Name: Rau-VonRueden, Similarity Score: 0.51
Offered Process: LaserBeamCutting, Offered Material: MartensiticStainlessSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 75, Certification: ISO9001, Available from-to: 2019-03-01 - 2019-05-15
171. Supplier Name: Grimes LLC, Similarity Score: 0.51
Offered Process: CNCTurning, Offered Material: MartensiticStainlessSteel, Offered Machine: CNCTurnMachine, Offered Capacity: 125, Certification: ISO9001, Available from-to: 2019-03-01 - 2019-05-15
172. Supplier Name: Cartwright-Dibbert, Similarity Score: 0.51
Offered Process: GearHobbing, Offered Material: GrayIron, Offered Machine: GearShaperMachine, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: LaserBeamCutting, Offered Material: MartensiticStainlessSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-02-15 - 2019-05-01
173. Supplier Name: Hodkiewicz, Conroy and Zemlak, Similarity Score: 0.51
Offered Process: Milling, Offered Material: StainlessSteel_400, Offered Machine: MillingMachine, Offered Capacity: 100, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
174. Supplier Name: Kessler-Corkery, Similarity Score: 0.51
Offered Process: Milling, Offered Material: StainlessSteel_400, Offered Machine: MillingMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: SinkerEDM, Offered Material: StainlessSteel_316, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: Milling, Offered Material: StainlessSteel_400, Offered Machine: MillingMachine, Offered Capacity: 100, Certification: ISO9004, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: WireEDM, Offered Material: CastIron, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: WaterJetCutting, Offered Material: CompactedGraphiteIron, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: GearHobbing, Offered Material: StainlessSteel, Offered Machine: GearShaperMachine, Offered Capacity: 100, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
175. Supplier Name: Hills, Aufderhar and Harber, Similarity Score: 0.51
Offered Process: CNCMilling, Offered Material: StainlessSteel_400, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 100, Certification: ISO9003, Available from-to: 2019-02-01 - 2019-04-15
176. Supplier Name: Rolfson-Schumm, Similarity Score: 0.51
Offered Process: ElectricalDischargeMachining, Offered Material: StainlessSteel_316, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: GearHobbing, Offered Material: StainlessSteel_316, Offered Machine: GearShaperMachine, Offered Capacity: 75, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
177. Supplier Name: King-Jakubowski, Similarity Score: 0.51
Offered Process: WireEDM, Offered Material: StainlessSteel_304, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
178. Supplier Name: Reichel Group, Similarity Score: 0.51
Offered Process: ElectricalDischargeMachining, Offered Material: AusteniticStainlessSteel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
179. Supplier Name: O'Conner, Halvorson and Veum, Similarity Score: 0.51
Offered Process: PrecisionMilling, Offered Material: MartensiticStainlessSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: SinkerEDM, Offered Material: AusteniticStainlessSteel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
180. Supplier Name: Cummerata, Turner and Schmitt, Similarity Score: 0.51
Offered Process: ManualMilling, Offered Material: StainlessSteel_400, Offered Machine: ManualMachineTool, Offered Capacity: 125, Certification: ISO14000, Available from-to: 2019-01-15 - 2019-04-01
181. Supplier Name: Fay, Carroll and Hegmann, Similarity Score: 0.51
Offered Process: Shaping, Offered Material: HighAlloySteel, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-02-01 - 2019-04-15
182. Supplier Name: Bechtelar-Rath, Similarity Score: 0.51
Offered Process: GearHobbing, Offered Material: HighAlloySteel, Offered Machine: GearShaperMachine, Offered Capacity: 150, Certification: ISO9001, Available from-to: 2019-02-15 - 2019-05-01
183. Supplier Name: Nolan, Armstrong and Leannon, Similarity Score: 0.51
Offered Process: PrecisionMilling, Offered Material: CarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: WireEDM, Offered Material: MalleableIron, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: ISO9000, Available from-to: 2019-01-01 - 2019-03-15
184. Supplier Name: Schaefer and Sons, Similarity Score: 0.51
Offered Process: ManualMilling, Offered Material: StainlessSteel_302, Offered Machine: ManualMachineTool, Offered Capacity: 50, Certification: AS9000, Available from-to: 2019-02-01 - 2019-04-15
185. Supplier Name: Terry-Maggio, Similarity Score: 0.51
Offered Process: ManualMilling, Offered Material: CarbonSteel, Offered Machine: ManualMachineTool, Offered Capacity: 50, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: HorizontalMilling, Offered Material: CastIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: PrecisionMilling, Offered Material: CarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
186. Supplier Name: Jast, Bergnaum and Dietrich, Similarity Score: 0.51
Offered Process: Planing, Offered Material: MalleableIron, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: ISO9004, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: ManualMilling, Offered Material: CarbonSteel, Offered Machine: ManualMachineTool, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-01-01 - 2019-03-15
187. Supplier Name: Abernathy, Quigley and Hermann, Similarity Score: 0.51
Offered Process: Milling, Offered Material: LowCarbonSteel, Offered Machine: MillingMachine, Offered Capacity: 100, Certification: ISO9001, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: SinkerEDM, Offered Material: AlloySteel, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO9001, Available from-to: 2019-02-01 - 2019-04-15
188. Supplier Name: Kutch LLC, Similarity Score: 0.51
Offered Process: LaserBeamCutting, Offered Material: AlloySteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
189. Supplier Name: Bayer Inc, Similarity Score: 0.51
Offered Process: HoleMaking, Offered Material: StainlessSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 150, Certification: ISO14000, Available from-to: 2019-02-15 - 2019-05-01
190. Supplier Name: Schaden, Stamm and Powlowski, Similarity Score: 0.51
Offered Process: CNCTurning, Offered Material: CastIron, Offered Machine: CNCTurnMachine, Offered Capacity: 50, Certification: ISO9000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: HorizontalMilling, Offered Material: StainlessSteel_400, Offered Machine: HorizontalMillingMachine, Offered Capacity: 150, Certification: ISO9000, Available from-to: 2019-03-01 - 2019-05-15
191. Supplier Name: Beatty-Rice, Similarity Score: 0.51
Offered Process: PrecisionMilling, Offered Material: MediumCarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 150, Certification: ISO9000, Available from-to: 2019-02-15 - 2019-05-01
192. Supplier Name: Dickens, Will and Balistreri, Similarity Score: 0.51
Offered Process: PrecisionMilling, Offered Material: Steel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
193. Supplier Name: Wiegand, Greenholt and Cremin, Similarity Score: 0.51
Offered Process: Shaping, Offered Material: Steel, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: CNCMilling, Offered Material: Steel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: LaserBeamCutting, Offered Material: HighAlloySteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: WaterJetCutting, Offered Material: LowCarbonSteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 100, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
194. Supplier Name: Hermiston, Gibson and Williamson, Similarity Score: 0.51
Offered Process: Planing, Offered Material: MartensiticStainlessSteel, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: Shaping, Offered Material: CompactedGraphiteIron, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: Milling, Offered Material: StainlessSteel_304, Offered Machine: MillingMachine, Offered Capacity: 125, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Shaping, Offered Material: AusteniticStainlessSteel, Offered Machine: ShaperMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-01-01 - 2019-03-15
195. Supplier Name: Hoeger Group, Similarity Score: 0.51
Offered Process: WaterJetCutting, Offered Material: MartensiticStainlessSteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 100, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
196. Supplier Name: Lowe-Effertz, Similarity Score: 0.51
Offered Process: VerticalMilling, Offered Material: AusteniticStainlessSteel, Offered Machine: VerticalMillingMachine, Offered Capacity: 125, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
197. Supplier Name: Lowe, Schowalter and Bartoletti, Similarity Score: 0.51
Offered Process: WaterJetCutting, Offered Material: AusteniticStainlessSteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 150, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
198. Supplier Name: Cronin-Feeney, Similarity Score: 0.51
Offered Process: PrecisionMilling, Offered Material: LowAlloySteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 125, Certification: ISO9001, Available from-to: 2019-01-15 - 2019-04-01
199. Supplier Name: Botsford LLC, Similarity Score: 0.51
Offered Process: PrecisionMilling, Offered Material: AusteniticStainlessSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel_400, Offered Machine: LaserCuttingMachine, Offered Capacity: 75, Certification: ISO9001, Available from-to: 2019-01-15 - 2019-04-01
200. Supplier Name: Deckow, Moore and Sanford, Similarity Score: 0.51
Offered Process: CNCMilling, Offered Material: CarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 150, Certification: ISO9001, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: WireEDM, Offered Material: StainlessSteel_304, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO9001, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: WireEDM, Offered Material: StainlessSteel_400, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: ISO9001, Available from-to: 2019-03-01 - 2019-05-15
201. Supplier Name: Schamberger, Kris and Cassin, Similarity Score: 0.51
Offered Process: VerticalMilling, Offered Material: Steel, Offered Machine: VerticalMillingMachine, Offered Capacity: 75, Certification: ISO9000, Available from-to: 2019-02-01 - 2019-04-15
202. Supplier Name: Baumbach-Buckridge, Similarity Score: 0.51
Offered Process: GearHobbing, Offered Material: AlloySteel, Offered Machine: GearShaperMachine, Offered Capacity: 125, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: PrecisionMilling, Offered Material: LowCarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 100, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: Planing, Offered Material: CarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
203. Supplier Name: Beahan Inc, Similarity Score: 0.51
Offered Process: GearHobbing, Offered Material: AlloySteel, Offered Machine: GearShaperMachine, Offered Capacity: 75, Certification: ISO9001, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: WaterJetCutting, Offered Material: AlloySteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-02-01 - 2019-04-15
204. Supplier Name: Feest-Quigley, Similarity Score: 0.51
Offered Process: LaserBeamCutting, Offered Material: HighAlloySteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: Shaping, Offered Material: Steel, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO9001, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: HoleMaking, Offered Material: AlloySteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-02-01 - 2019-04-15
205. Supplier Name: Oberbrunner, Mills and Stark, Similarity Score: 0.5
Offered Process: SinkerEDM, Offered Material: Steel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: ISO9004, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: SinkerEDM, Offered Material: Steel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: ISO9004, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: ElectricalDischargeMachining, Offered Material: CarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-02-15 - 2019-05-01
